,title,artist,rank,total_swear,percent_swear
1043,Bad Blood,Taylor Swift Featuring Kendrick Lamar,2,0,0.0
1044,Bad Blood (Taylor's Version),Taylor Swift,47,0,0.0
1045,Bad Boy,Juice WRLD & Young Thug,22,4,0.0121580547112462
1046,Bad Boy,Miami Sound Machine,8,0,0.0
1047,Bad Boy,Ray Parker Jr.,35,0,0.0
1048,Bad Boy For Life,"P. Diddy, Black Rob & Mark Curry",33,5,0.01152073732718894
1049,Bad Boy This Bad Boy That,Bad Boy's Da Band,50,12,0.024193548387096774
1050,Bad Boy/Having A Party,Luther Vandross,55,0,0.0
1051,"Bad Boys (Theme From ""Cops"")",Inner Circle,8,0,0.0
1052,Bad Boyz,Shyne Featuring Barrington Levy,61,19,0.05
1053,Bad Day,Alvin And The Chipmunks,79,0,0.0
1054,Bad Day,Daniel Powter,1,0,0.0
1055,Bad Day,Fuel,64,0,0.0
1056,Bad Decisions,"benny blanco, BTS & Snoop Dogg",57,1,0.004484304932735426
1057,Bad Energy,Juice WRLD,68,0,0.0
1058,Bad For You,Meek Mill Featuring Nicki Minaj,78,2,0.008968609865470852
1059,Bad Girl,Madonna,39,0,0.0
1060,Bad Girlfriend,Theory Of A Deadman,75,8,0.04395604395604396
1061,Bad Guy,Billie Eilish,2,0,0.0
1062,Bad Habit,Steve Lacy,1,2,0.009950248756218905
1063,Bad Habits,Ed Sheeran,2,0,0.0
1064,Bad Idea,Ariana Grande,55,0,0.0
1065,Bad Idea Right?,Olivia Rodrigo,7,3,0.0136986301369863
1066,Bad Liar,Imagine Dragons,59,0,0.0
1067,Bad Liar,Selena Gomez,20,0,0.0
1068,Bad Love,Eric Clapton,88,0,0.0
1069,Bad Man (Smooth Criminal),Polo G,68,9,0.04390243902439024
1070,Bad Medicine,Bon Jovi,1,0,0.0
1071,Bad Morning,YoungBoy Never Broke Again,28,9,0.01978021978021978
1072,Bad Of The Heart,George LaMond,26,0,0.0
1073,Bad Reputation,Freedy Johnston,54,0,0.0
1074,Bad Romance,Glee Cast,86,0,0.0
1075,Bad Romance,Lady Gaga,2,5,0.01488095238095238
1076,Bad Times,Tavares,47,0,0.0
1077,Bad Vibes Forever,XXXTENTACION Featuring PnB Rock & Trippie Redd,85,0,0.0
1078,"Bad, Bad Billy",Snuff,93,0,0.0
1079,Badaboom,B2K Featuring Fabolous,59,2,0.006557377049180328
1080,Baddest,"Yung Bleu, Chris Brown & 2 Chainz",56,37,0.11077844311377245
1081,Baddest Thing,YoungBoy Never Broke Again,92,4,0.01593625498007968
1082,Bag Lady,Erykah Badu,6,0,0.0
1083,Bag Of Money,"Wale Featuring Rick Ross, Meek Mill & T-Pain",65,32,0.0735632183908046
1084,Baggage Claim,Miranda Lambert,45,1,0.006666666666666667
1085,Baguettes In The Face,"Mustard featuring NAV, Playboi Carti & A Boogie Wit da Hoodie",81,25,0.06925207756232687
1086,Bahamas Promises,Drake,20,4,0.04878048780487805
1087,Baila Baila Baila,Ozuna x Daddy Yankee x J Balvin x Farruko x Anuel AA,69,0,0.0
1088,Bailamos,Enrique Iglesias,1,0,0.0
1089,Bailando,Enrique Iglesias Featuring Descemer Bueno & Gente de Zona,12,0,0.0
1090,Bait A Hook,Justin Moore,63,0,0.0
1091,Ball For Me,Post Malone Featuring Nicki Minaj,16,4,0.008771929824561403
1092,Ball If I Want To,DaBaby,39,30,0.10714285714285714
1093,Balla Baby,Chingy,20,0,0.0
1094,Ballad Of A Homeschooled Girl,Olivia Rodrigo,24,0,0.0
1095,Ballad Of Youth,Richie Sambora,73,0,0.0
1096,Ballerina Girl,Lionel Richie,10,0,0.0
1097,Ballin',Mustard & Roddy Ricch,11,9,0.029508196721311476
1098,Ballin' Out Of Control,Jermaine Dupri Featuring Nate Dogg,95,5,0.014534883720930232
1099,Bam Bam,Camila Cabello Featuring Ed Sheeran,21,2,0.005509641873278237
1100,Bandido,Myke Towers & Juhn,82,0,0.0
1101,Bandit,Juice WRLD & YoungBoy Never Broke Again,10,22,0.07801418439716312
1102,Bandz A Make Her Dance,Juicy J Featuring Lil Wayne & 2 Chainz,29,12,0.029850746268656716
1103,Bang And Blame,R.E.M.,19,0,0.0
1104,Bang Bang,Danger Danger,49,1,0.006329113924050633
1105,Bang Bang,"Jessie J, Ariana Grande & Nicki Minaj",3,0,0.0
1106,Bang Bang Pow Pow,T-Pain Featuring Lil Wayne,75,18,0.0627177700348432
1107,Bang My Head,David Guetta Featuring Sia & Fetty Wap,76,0,0.0
1108,Bang The Drum All Day,Todd Rundgren,70,0,0.0
1109,Bang Your Head (Metal Health),Quiet Riot,31,0,0.0
1110,Bang!,AJR,9,4,0.01809954751131222
1111,Bangarang,Skrillex Featuring Sirah,73,1,0.0045045045045045045
1112,Banjo,Rascal Flatts,52,0,0.0
1113,Bank Account,21 Savage,12,18,0.03862660944206009
1114,Banking On Me,Gunna,74,5,0.01718213058419244
1115,Banned In The U.S.A.,Luke Featuring The 2 Live Crew,20,0,0.0
1116,Bar At The End Of The World,Kenny Chesney,92,0,0.0
1117,Barbarian,Lil Durk,48,25,0.09505703422053231
1118,Barbie Dreams,Nicki Minaj,38,38,0.07509881422924901
1119,Barbie Girl,Aqua,9,0,0.0
1120,Barbie Tingz,Nicki Minaj,25,34,0.08353808353808354
1121,Barbie World,Nicki Minaj & Ice Spice With Aqua,8,0,0.0
1122,Barefoot And Crazy,Jack Ingram,64,0,0.0
1123,Barefoot Blue Jean Night,Jake Owen,21,0,0.0
1124,Barely Breathing,Duncan Sheik,16,0,0.0
1125,Barrel Of A Gun,Depeche Mode,56,0,0.0
1126,Bartender,Lady Antebellum,31,0,0.0
1127,Bartender,T-Pain Featuring Akon,6,2,0.006230529595015576
1128,Bartender Song,Rehab,64,10,0.05
1129,Bartier Cardi,Cardi B Featuring 21 Savage,14,42,0.07879924953095685
1130,Basketball,Kurtis Blow,71,1,0.005
1131,Bass Down Low,Dev Featuring The Cataracs,61,2,0.006134969325153374
1132,Bat Country,Avenged Sevenfold,67,0,0.0
1133,"Batdance (From ""Batman"")",Prince,2,0,0.0
1134,Battle Scars,Lupe Fiasco & Guy Sebastian,71,0,0.0
1135,Battlefield,Jordin Sparks,13,0,0.0
1136,Battleship Chains,The Georgia Satellites,87,0,0.0
1137,Be A Light,"Thomas Rhett Featuring Reba McEntire, Hillary Scott, Chris Tomlin & Keith Urban",42,0,0.0
1138,Be Alright,Dean Lewis,23,1,0.005847953216374269
1139,Be Careful,Cardi B,15,11,0.04044117647058824
1140,Be Good To Me,Ashley Tisdale,96,0,0.0
1141,Be Good To Yourself,Journey,11,0,0.0
1142,Be Happy,Mary J. Blige,29,0,0.0
1143,Be Kind,Marshmello & Halsey,33,0,0.0
1144,Be Like That,3 Doors Down,25,0,0.0
1145,Be Like That,Kane Brown With Swae Lee & Khalid,19,4,0.01932367149758454
1146,Be Mine (Tonight),"Grover Washington, Jr.",92,0,0.0
1147,Be Mine Tonight,Neil Diamond,35,0,0.0
1148,Be My Baby Tonight,John Michael Montgomery,76,0,0.0
1149,Be My Escape,Relient K,82,0,0.0
1150,Be My Lady,Jefferson Starship,28,0,0.0
1151,Be My Lover,La Bouche,6,0,0.0
1152,Be Near Me,ABC,9,0,0.0
1153,Be On You,Flo Rida Featuring Ne-Yo,19,0,0.0
1154,Be Real,Kid Ink Featuring DeJ Loaf,43,7,0.02702702702702703
1155,Be Something,Polo G Featuring Lil Baby,93,11,0.03081232492997199
1156,Be Still My Beating Heart,Sting,15,0,0.0
1157,Be True To Yourself,2nd II None,78,2,0.009009009009009009
1158,Be With You,Enrique Iglesias,1,0,0.0
1159,Be With You,The Bangles,31,0,0.0
1160,Be Without You,Mary J. Blige,4,1,0.003952569169960474
1161,Be Yourself,Audioslave,39,0,0.0
1162,Beachin',Jake Owen,28,0,0.0
1163,"Beamer, Benz, Or Bentley",Lloyd Banks Featuring Juelz Santana,56,15,0.0364963503649635
1164,Bean (Kobe),Lil Uzi Vert Featuring Chief Keef,19,7,0.022292993630573247
1165,Beast Of Burden,Bette Midler,71,0,0.0
1166,Beat Box,SpotemGottem Featuring Pooh Shiesty Or DaBaby,12,12,0.03208556149732621
1167,Beat It,Michael Jackson,1,0,0.0
1168,Beat It,Sean Kingston Featuring Chris Brown & Wiz Khalifa,55,0,0.0
1169,Beat Of A Heart,Scandal Featuring Patty Smyth,41,0,0.0
1170,Beat Of The Music,Brett Eldredge,49,0,0.0
1171,Beat Patrol,Starship,46,0,0.0
1172,Beat The Odds,Lil Tjay,36,12,0.04460966542750929
1173,Beat This Summer,Brad Paisley,46,0,0.0
1174,Beat's So Lonely,Charlie Sexton,17,0,0.0
1175,Beating Heart,Ellie Goulding,94,0,0.0
1176,Beautiful,Bazzi Featuring Camila Cabello,27,0,0.0
1177,Beautiful,Christina Aguilera,3,0,0.0
1178,Beautiful,Eminem,95,16,0.034261241970021415
1179,Beautiful Crazy,Luke Combs,23,0,0.0
1180,Beautiful Day,Lee DeWyze,72,0,0.0
1181,Beautiful Day,U2,21,0,0.0
1182,Beautiful Drug,Zac Brown Band,52,0,0.0
1183,Beautiful Girl,INXS,50,0,0.0
1184,Beautiful Girls,Sean Kingston,1,3,0.01764705882352941
1185,Beautiful Goodbye,Jennifer Hanson,76,0,0.0
1186,Beautiful In My Eyes,Joshua Kadison,19,0,0.0
1187,Beautiful Lasers (2 Ways),Lupe Fiasco Featuring MDMA,70,2,0.009345794392523364
1188,Beautiful Liar,Beyonce & Shakira,6,0,0.0
1189,Beautiful Lies,Yung Bleu & Kehlani,65,6,0.022641509433962263
1190,Beautiful Life,Ace Of Base,16,0,0.0
1191,Beautiful Life,Nick Fradiani,93,0,0.0
1192,Beautiful Love,The Afters,55,0,0.0
1193,Beautiful Mess,Diamond Rio,30,0,0.0
1194,Beautiful Mistakes,Maroon 5 Featuring Megan Thee Stallion,13,1,0.0034482758620689655
1195,Beautiful Monster,Ne-Yo,55,0,0.0
1196,Beautiful Now,Zedd Featuring Jon Bellion,66,0,0.0
1197,Beautiful People,Chris Brown Featuring Benny Benassi,74,0,0.0
1198,Beautiful People,Ed Sheeran Featuring Khalid,14,0,0.0
1199,Beautiful Soul,Jesse McCartney,17,0,0.0
1200,Beautiful Stranger,Madonna,21,0,0.0
1201,Beautiful Trauma,P!nk,78,6,0.030303030303030304
1202,Beauty,Dru Hill,79,0,0.0
1203,Beauty And A Beat,Justin Bieber Featuring Nicki Minaj,5,1,0.0049504950495049506
1204,Beauty And The Beast,Celine Dion And Peabo Bryson,9,0,0.0
1205,Because I Got High,Afroman,13,6,0.013574660633484163
1206,Because I Love You (The Postman Song),Stevie B,1,0,0.0
1207,Because Of Love,Janet Jackson,10,0,0.0
1208,Because Of You,Kelly Clarkson,8,1,0.007352941176470588
1209,Because Of You,Ne-Yo,5,0,0.0
1210,Because Of You,Reba McEntire Duet With Kelly Clarkson,50,1,0.007352941176470588
1211,Because The Night,"10,000 Maniacs",11,0,0.0
1212,Because You Love Me,Jo Dee Messina,53,0,0.0
1213,"Because You Loved Me (From ""Up Close & Personal"")",Celine Dion,1,0,0.0
1214,Bed,J. Holiday,6,0,0.0
1215,Bed Intruder Song,Antoine Dodson & The Gregory Brothers Featuring Kelly Dodson,89,0,0.0
1216,Bed Of Lies,Nicki Minaj Featuring Skylar Grey,80,3,0.011627906976744186
1217,Bed Of Roses,Bon Jovi,10,0,0.0
1218,BedRock,Young Money Featuring Lloyd,2,1,0.002325581395348837
1219,Bedroom Floor,Liam Payne,98,0,0.0
1220,Beds Are Burning,Midnight Oil,17,0,0.0
1221,Bedtime Story,Madonna,42,0,0.0
1222,Beechwood 4-5789,Carpenters,74,0,0.0
1223,Been Around The World,Puff Daddy & The Family (Feat. The Notorious B.I.G. & Mase),2,25,0.03787878787878788
1224,Beep,The Pussycat Dolls Featuring will.i.am,14,0,0.0
1225,Beep Beep,Nicki Minaj,74,4,0.0392156862745098
1226,Beer Can't Fix,Thomas Rhett Featuring Jon Pardi,36,0,0.0
1227,Beer For My Horses,Toby Keith Duet With Willie Nelson,22,0,0.0
1228,Beer In Mexico,Kenny Chesney,61,0,0.0
1229,Beer Money,Kip Moore,51,1,0.005917159763313609
1230,Beer Never Broke My Heart,Luke Combs,21,0,0.0
1231,Beers Ago,Toby Keith,52,0,0.0
1232,Beers And Sunshine,Darius Rucker,42,0,0.0
1233,Beers On Me,"Dierks Bentley, BRELAND & HARDY",41,0,0.0
1234,Beez In The Trap,Nicki Minaj Featuring 2 Chainz,48,48,0.12307692307692308
1235,Before He Cheats,Carrie Underwood,11,0,0.0
1236,Before I Go,Starship,68,1,0.006369426751592357
1237,Before I Let Go,Beyonce,65,4,0.021164021164021163
1238,Before I Let You Go,BLACKstreet,7,0,0.0
1239,Before You Go,Lewis Capaldi,9,0,0.0
1240,Before You Walk Out Of My Life/Like This And Like That,Monica,9,0,0.0
1241,Beg For It,Iggy Azalea Featuring M0,27,3,0.010752688172043012
1242,"Beg, Borrow Or Steal",Hughes/Thrall,80,0,0.0
1243,Beggin',Madcon,79,1,0.0038910505836575876
1244,Beggin',Maneskin,14,1,0.005
1245,Beggin' On Your Knees,Victorious Cast Featuring Victoria Justice,58,0,0.0
1246,Begin Again,Taylor Swift,52,0,0.0
1247,Behind Bars,Slick Rick,87,12,0.03418803418803419
1248,Behind Barz,Drake,75,5,0.016666666666666666
1249,Behind Blue Eyes,Limp Bizkit,72,0,0.0
1250,Behind These Hazel Eyes,Kelly Clarkson,6,0,0.0
1251,Beibs In The Trap,Travis Scott,93,17,0.05014749262536873
1252,Being With You,Smokey Robinson,2,0,0.0
1253,Bejeweled,Taylor Swift,6,0,0.0
1254,Believe,Brooks & Dunn,60,0,0.0
1255,Believe,Cher,1,0,0.0
1256,Believe,Elton John,13,0,0.0
1257,Believe,Eminem,92,8,0.017391304347826087
1258,Believe,Lenny Kravitz,61,0,0.0
1259,Believe,Mumford & Sons,63,0,0.0
1260,Believe,Staind,96,1,0.009345794392523364
1261,Believe In Me,Dan Fogelberg,48,0,0.0
1262,Believe It,PARTYNEXTDOOR & Rihanna,23,5,0.023696682464454975
1263,Believe Me,Lil Wayne Featuring Drake,34,17,0.037694013303769404
1264,Believe What I Say,Kanye West,28,2,0.006920415224913495
1265,Believer,Imagine Dragons,5,0,0.0
1266,Bella y Sensual,Romeo Santos Featuring Nicky Jam & Daddy Yankee,95,0,0.0
1267,Bellakeo,Peso Pluma & Anitta,71,0,0.0
1268,Bellas Finals: Price Tag / Don't You (Forget About Me)...,The Barden Bellas,85,0,0.0
1269,Belly Dancer (Bananza),Akon,31,2,0.005763688760806916
1270,Bend Ova,Lil Jon Featuring Tyga,97,20,0.07326007326007326
1271,Beneath Your Beautiful,Labrinth Featuring Emeli Sande,34,0,0.0
1272,Bent,matchbox twenty,2,1,0.00909090909090909
1273,Berzerk,Eminem,10,9,0.020594965675057208
1274,Beso,Rosalia & Rauw Alejandro,52,0,0.0
1275,Best Day Of My Life,American Authors,11,0,0.0
1276,Best Days Of Your Life,Kellie Pickler,46,0,0.0
1277,Best Friend,50 Cent & Olivia,35,3,0.008086253369272238
1278,Best Friend,Brandy,34,0,0.0
1279,Best Friend,Saweetie Featuring Doja Cat,16,24,0.08304498269896193
1280,Best Friend,Young Thug,45,17,0.05362776025236593
1281,Best Friend's Brother,Victorious Cast Featuring Victoria Justice,93,0,0.0
1282,Best Friends,Sophia Grace,87,0,0.0
1283,Best I Ever Had,Drake,2,21,0.0549738219895288
1284,Best I Ever Had,Gary Allan,51,0,0.0
1285,Best I Ever Had,Gavin DeGraw,77,0,0.0
1286,Best I Ever Had (Grey Sky Morning),Vertical Horizon,63,0,0.0
1287,Best Life,Cardi B Featuring Chance The Rapper,67,4,0.007751937984496124
1288,Best Love Song,T-Pain Featuring Chris Brown,33,0,0.0
1289,Best Of Intentions,Travis Tritt,27,0,0.0
1290,Best Of Times,Peter Cetera,59,0,0.0
1291,Best Of You,Foo Fighters,18,0,0.0
1292,Best Part,Daniel Caesar Featuring H.E.R.,81,0,0.0
1293,Best Shot,Jimmie Allen,39,0,0.0
1294,Best Song Ever,One Direction,2,0,0.0
1295,Best Thing I Never Had,Beyonce,16,2,0.008658008658008658
1296,Best Thing Since Backroads,Jake Owen,83,3,0.015873015873015872
1297,Besties,Karol G,96,0,0.0
1298,Bet On It,Zac Efron,66,0,0.0
1299,Bet Your Heart On Me,Johnny Lee,54,0,0.0
1300,Betcha Can't Do It Like Me,D4L,72,13,0.025341130604288498
1301,Betcha Say That,Gloria Estefan & Miami Sound Machine,36,0,0.0
1302,Betcha'll Never Find,Chantay Savage,70,0,0.0
1303,Betrayed,Lil Xan,64,8,0.0392156862745098
1304,Bette Davis Eyes,Kim Carnes,1,0,0.0
1305,Better,Khalid,16,1,0.005434782608695652
1306,Better,Zayn,89,0,0.0
1307,Better As A Memory,Kenny Chesney,46,0,0.0
1308,Better Be Good To Me,Tina Turner,5,0,0.0
1309,Better Be Home Soon,Crowded House,42,0,0.0
1310,Better Days (And The Bottom Drops Out),Citizen King,25,0,0.0
1311,Better Dig Two,The Band Perry,29,1,0.005780346820809248
1312,Better In Time,Leona Lewis,11,0,0.0
1313,Better Life,Keith Urban,44,0,0.0
1314,Better Love Next Time,Dr. Hook,12,0,0.0
1315,Better Man,Little Big Town,34,0,0.0
1316,Better Now,Post Malone,4,1,0.004166666666666667
1317,Better Off Alone,Alice Deejay,27,0,0.0
1318,Better Place,*NSYNC,78,0,0.0
1319,Better Than I Used To Be,Tim McGraw,53,0,0.0
1320,Better Than Me,Hinder,33,0,0.0
1321,Better Than You,Lisa Keith,37,0,0.0
1322,Better Things,The Kinks,92,0,0.0
1323,Better Together,Luke Combs,15,0,0.0
1324,Better With The Lights Off,New Boyz Feat. Chris Brown,38,1,0.003067484662576687
1325,Betty,Taylor Swift,91,2,0.011299435028248588
1326,Betty (Get Money),Yung Gravy,30,3,0.012048192771084338
1327,Between Me And You,Ja Rule Featuring Christina Milian,11,3,0.01098901098901099
1328,Between You And Me,dc Talk,29,0,0.0
1329,Beverly Hills,Weezer,11,0,0.0
1330,Beware,Big Sean Featuring Lil Wayne & Jhene Aiko,38,13,0.03551912568306011
1331,Beware Of The Boys (Mundian To Bach Ke),Panjabi MC Featuring Jay-Z,33,0,0.0
1332,Beyond The Invisible,Enigma,81,0,0.0
1333,Bezerk,Big Sean Featuring A$AP Ferg & Hit-Boy,89,12,0.039735099337748346
1334,Bia' Bia',"Lil Jon & The East Side Boyz Featuring Ludacris, Too Short, Big Kap & Chyna Whyte",94,28,0.040875912408759124
1335,Bichiyal,Bad Bunny & Yaviah,89,0,0.0
1336,Bichota,Karol G,72,0,0.0
1337,Bickenhead,Cardi B,68,12,0.032171581769437
1338,Big Bank,"YG Featuring 2 Chainz, Big Sean & Nicki Minaj",16,18,0.041379310344827586
1339,Big Blue Note,Toby Keith,55,0,0.0
1340,Big Chips,R. Kelly & Jay-Z,39,9,0.020316027088036117
1341,Big Crash,Eddie Money,55,0,0.0
1342,Big Deal,LeAnn Rimes,23,0,0.0
1343,Big Energy,Latto,3,26,0.07142857142857142
1344,Big Fun,Kool & The Gang,21,0,0.0
1345,Big Gangsta,Kevin Gates,81,20,0.04504504504504504
1346,Big Girls Don't Cry,Fergie,2,0,0.0
1347,Big Green Tractor,Jason Aldean,20,1,0.006622516556291391
1348,Big In Japan,Alphaville,66,0,0.0
1349,Big Log,Robert Plant,20,0,0.0
1350,Big Love,Fleetwood Mac,7,0,0.0
1351,Big Machine,Goo Goo Dolls,64,0,0.0
1352,Big Mistake,Peter Cetera,61,0,0.0
1353,Big Night,Big Time Rush,79,0,0.0
1354,Big Ole Freak,Megan Thee Stallion,65,20,0.053763440860215055
1355,Big Pimpin',Jay-Z Featuring UGK,20,16,0.038834951456310676
1356,Big Poppa/Warning,The Notorious B.I.G.,6,4,0.010471204188481676
1357,Big Purr (Prrdd),Coi Leray & Pooh Shiesty,69,13,0.05603448275862069
1358,Big Rings,Drake & Future,52,4,0.012618296529968454
1359,Big Shot,Kendrick Lamar & Travis Scott,83,6,0.018518518518518517
1360,Big Star,Kenny Chesney,28,0,0.0
1361,Big Stepper,Roddy Ricch,98,7,0.02364864864864865
1362,Big Talk,Warrant,93,0,0.0
1363,Big Things Poppin' (Do It),T.I.,9,2,0.0056657223796034
1364,Big Time,DJ Khaled Featuring Future & Lil Baby,31,17,0.05647840531561462
1365,Big Time,Peter Gabriel,8,0,0.0
1366,Big Time Sensuality,Bjork,88,0,0.0
1367,Big Truck,YoungBoy Never Broke Again,100,16,0.05860805860805861
1368,Big Yellow Taxi,Amy Grant,67,0,0.0
1369,Big Yellow Taxi,Counting Crows Featuring Vanessa Carlton,46,0,0.0
1370,"Big, Big Plans",Chris Lane,49,0,0.0
1371,Bigger,Justin Bieber,94,0,0.0
1372,Bigger Than My Body,John Mayer,33,3,0.02564102564102564
1373,Bigger Than The Whole Sky,Taylor Swift,21,0,0.0
1374,Biggest Alley Oop,Quavo,86,4,0.01384083044982699
1375,Biggest Part Of Me,Ambrosia,3,0,0.0
1376,Bill,Peggy Scott-Adams,92,0,0.0
1377,Billie Bossa Nova,Billie Eilish,70,0,0.0
1378,Billie Eilish.,Armani White,58,17,0.09444444444444444
1379,Billie Jean,Michael Jackson,1,0,0.0
1380,Billionaire,Glee Cast,28,0,0.0
1381,Billionaire,Travie McCoy Featuring Bruno Mars,4,5,0.018796992481203006
1382,Bills,LunchMoney Lewis,79,14,0.0625
1383,"Bills, Bills, Bills",Destiny's Child,1,0,0.0
1384,"Bills, Bills, Bills",Glee Cast,44,0,0.0
1385,Billy,6ix9ine,53,21,0.09905660377358491
1386,Billy's Got His Beer Goggles On,Neal McCoy,75,3,0.018072289156626505
1387,Biological Didn't Bother,Shaquille O'Neal,80,2,0.005865102639296188
1388,Birmingham,Amanda Marshall,43,0,0.0
1389,Birthday,Katy Perry,17,0,0.0
1390,Birthday Cake,Rihanna Featuring Chris Brown,24,14,0.03146067415730337
1391,Birthday Sex,Jeremih,4,0,0.0
1392,Birthday Song,2 Chainz Featuring Kanye West,48,12,0.02771362586605081
1393,Biscuit's In The House,Biscuit,86,0,0.0
1394,Bit By Bit (Theme From Fletch),Stephanie Mills,79,0,0.0
1395,Bitch,Meredith Brooks,2,3,0.04838709677419355
1396,"Bitch, Don't Kill My Vibe",Kendrick Lamar,32,25,0.058004640371229696
1397,Bitter Sweet Symphony,The Verve,13,0,0.0
1398,Bitter Tears,INXS,47,0,0.0
1399,Bittersweet,Fantasia,74,3,0.019736842105263157
1400,Bittersweet Me,R.E.M.,46,0,0.0
1401,Bizarre Love Triangle,FRENTE!,50,0,0.0
1402,Bizarre Love Triangle,New Order,98,0,0.0
1403,Bizounce,Olivia,15,31,0.0856353591160221
1404,Black,Dierks Bentley,56,0,0.0
1405,Black And Blue,Van Halen,34,1,0.008547008547008548
1406,Black And Yellow,Wiz Khalifa,4,3,0.008426966292134831
1407,Black Ball,YoungBoy Never Broke Again & Birdman,93,11,0.041666666666666664
1408,Black Balloon,Goo Goo Dolls,16,0,0.0
1409,Black Barbies,Nicki Minaj X Mike WiLL Made-It,65,2,0.01
1410,Black Beatles,Rae Sremmurd Featuring Gucci Mane,1,5,0.012919896640826873
1411,Black Cars,Gino Vannelli,44,0,0.0
1412,Black Cat,Janet Jackson,2,1,0.005649717514124294
1413,Black Coffee,Heavy D & The Boyz,57,0,0.0
1414,Black Horse & The Cherry Tree,KT Tunstall,20,0,0.0
1415,Black Ice (Sky High),Goodie Mob Featuring Outkast,50,4,0.010309278350515464
1416,Black Kisses Never Make You Blue,Curtie & The Boom Box,83,0,0.0
1417,Black Magic,Little Mix,68,0,0.0
1418,Black Or White,Michael Jackson,1,0,0.0
1419,Black Parade,Beyonce,37,3,0.00684931506849315
1420,Black Skinhead,Kanye West,86,17,0.07234042553191489
1421,Black Suits Comin' (Nod Ya Head),Will Smith Featuring Tra-Knox,77,0,0.0
1422,Black Swan,BTS,57,0,0.0
1423,Black Velvet,Alannah Myles,1,0,0.0
1424,Black Widow,Iggy Azalea Featuring Rita Ora,3,1,0.003952569169960474
1425,Blackberry Molasses,Mista,53,0,0.0
1426,Blackout,Breathe Carolina,33,0,0.0
1427,Blame,Calvin Harris Featuring John Newman,19,0,0.0
1428,Blame It,Jamie Foxx Featuring T-Pain,3,1,0.003076923076923077
1429,Blame It (On The Alcohol),Glee Cast,55,0,0.0
1430,Blame It On Love,Smokey Robinson & Barbara Mitchell,49,0,0.0
1431,Blame It On Me,Post Malone,47,0,0.0
1432,Blame It On The Radio,John Parr,88,3,0.02142857142857143
1433,Blame It On The Rain,Milli Vanilli,1,0,0.0
1434,Blame It On You,Jason Aldean,31,0,0.0
1435,Blame On You,Rod Wave,65,5,0.02336448598130841
1436,Blank Space,I Prevail,90,0,0.0
1437,Blank Space,Taylor Swift,1,0,0.0
1438,Blank Space (Taylor's Version),Taylor Swift,59,0,0.0
1439,Blase,Ty Dolla $ign Featuring Future & Rae Sremmurd,63,8,0.021164021164021163
1440,Blastoff,Internet Money Featuring Juice WRLD & Trippie Redd,79,19,0.10734463276836158
1441,Blaze Of Glory,Kenny Rogers,66,0,0.0
1442,"Blaze Of Glory (From ""Young Guns II"")",Jon Bon Jovi,1,0,0.0
1443,Bleed,A Boogie Wit da Hoodie,57,9,0.02912621359223301
1444,Bleed It Out,Linkin Park,53,2,0.010309278350515464
1445,Bleed Red,Ronnie Dunn,62,0,0.0
1446,Bleeding Love,Leona Lewis,1,0,0.0
1447,Blem,Drake,48,0,0.0
1448,Bless The Broken Road,Rascal Flatts,31,0,0.0
1449,Blessed,Elton John,34,0,0.0
1450,Blessed,Martina McBride,31,0,0.0
1451,Blessed Are The Believers,Anne Murray,34,0,0.0
1452,Blessings,Big Sean Featuring Drake,28,11,0.024070021881838075
1453,Blick Blick!,Coi Leray & Nicki Minaj,87,11,0.02956989247311828
1454,Blind,SZA,48,5,0.02702702702702703
1455,Blind Faith,Warrant,92,0,0.0
1456,Blind Man,Aerosmith,48,0,0.0
1457,Blinded By Love,Rhythm Syndicate,79,0,0.0
1458,Blindfold,Gunna Featuring Lil Baby,59,7,0.021021021021021023
1459,Blinding Lights,The Weeknd,1,0,0.0
